mean,median,max,min,membership,cluster
3.9166666666666665,4.0,5,2,45,2
3.8333333333333335,4.0,5,1,45,2
4.166666666666667,4.0,6,2,45,2
4.583333333333333,5.0,6,3,45,2
5.333333333333333,5.0,8,3,45,2
4.083333333333333,4.5,6,2,45,2
4.25,4.5,6,2,45,2
4.0,4.0,7,2,45,2
4.666666666666667,5.0,6,3,45,2
4.333333333333333,4.5,7,1,45,2
4.416666666666667,5.0,7,2,45,2
4.583333333333333,4.0,8,2,45,2
5.75,6.0,8,3,45,2
3.75,3.5,8,1,45,2
4.5,4.0,6,3,45,2
5.0,5.0,7,3,45,2
4.5,5.0,6,1,45,2
4.416666666666667,4.0,6,2,45,2
4.75,5.0,7,3,45,2
3.9166666666666665,4.0,6,2,45,2
5.083333333333333,5.5,7,3,45,2
5.25,5.0,8,3,45,2
4.416666666666667,4.0,7,3,45,2
4.083333333333333,4.0,6,2,45,2
5.416666666666667,5.5,8,1,45,2
4.833333333333333,5.0,7,3,45,2
5.083333333333333,5.5,8,2,44,2
3.8333333333333335,4.5,6,1,44,2
4.25,4.5,7,2,44,2
4.666666666666667,4.5,7,2,44,2
4.25,4.5,5,3,44,2
4.583333333333333,5.0,6,3,44,2
4.416666666666667,5.0,7,2,44,2
4.083333333333333,4.5,6,1,44,2
4.333333333333333,4.0,6,3,44,2
3.9166666666666665,3.5,8,1,44,2
3.333333333333333,3.0,6,1,44,2
5.583333333333333,5.5,7,3,44,2
4.666666666666667,4.0,8,3,44,2
5.583333333333333,5.5,8,3,44,2
4.833333333333333,5.0,7,2,44,2
4.75,4.0,7,3,44,2
4.666666666666667,5.0,8,2,44,2
4.166666666666667,4.5,6,2,44,2
4.0,4.0,7,2,44,2
4.916666666666667,5.0,8,1,44,2
4.75,4.0,8,3,44,2
4.25,4.0,8,2,44,2
3.8333333333333335,4.0,5,1,44,2
4.666666666666667,4.0,8,3,44,2
4.0,4.0,7,2,44,2
4.833333333333333,5.0,7,2,44,2
4.416666666666667,4.0,8,1,44,2
4.166666666666667,4.0,6,1,44,2
4.75,5.0,7,2,44,2
4.833333333333333,4.5,9,3,44,2
4.416666666666667,5.0,7,2,44,2
4.583333333333333,4.0,8,2,44,2
4.25,4.0,8,1,44,2
4.666666666666667,5.0,7,2,44,2
4.833333333333333,5.0,6,4,44,2
4.416666666666667,5.0,7,1,44,2
4.666666666666667,5.0,6,3,44,2
4.666666666666667,4.0,8,3,44,2
4.333333333333333,4.5,6,2,44,2
4.833333333333333,5.5,8,1,44,2
4.5,5.0,7,3,44,2
4.583333333333333,5.0,7,1,44,2
4.25,4.0,7,2,44,2
4.833333333333333,5.0,7,3,44,2
4.75,5.0,8,3,44,2
4.833333333333333,5.0,7,3,44,2
4.416666666666667,4.5,6,3,44,2
4.916666666666667,5.5,7,2,44,2
3.6666666666666665,3.0,7,2,44,2
3.8333333333333335,4.0,5,2,44,2
3.9166666666666665,3.0,7,1,44,2
5.416666666666667,6.0,7,2,44,2
4.083333333333333,4.5,6,1,44,2
5.166666666666667,5.0,8,3,43,2
4.25,5.0,6,1,43,2
5.333333333333333,5.5,7,2,43,2
4.166666666666667,4.0,7,1,43,2
4.083333333333333,4.0,6,2,43,2
5.5,6.0,8,3,43,2
4.333333333333333,4.0,6,3,43,2
4.0,4.0,6,2,43,2
4.75,4.5,7,2,43,2
5.0,5.0,8,3,43,2
4.75,5.0,6,3,43,2
3.75,4.0,6,2,43,2
4.916666666666667,5.0,7,2,43,2
4.5,4.0,7,3,43,2
3.75,3.5,7,1,43,2
4.75,4.5,7,3,43,2
4.166666666666667,5.0,6,1,43,2
5.166666666666667,5.0,9,3,43,2
3.583333333333333,4.0,5,1,43,2
4.916666666666667,5.0,7,3,43,2
5.0,5.5,8,2,43,2
4.416666666666667,4.5,6,1,43,2
4.583333333333333,4.0,8,2,43,2
4.916666666666667,5.0,6,3,43,2
3.8333333333333335,4.5,5,2,43,2
4.166666666666667,4.0,6,1,43,2
4.083333333333333,4.0,7,1,43,2
3.583333333333333,4.0,6,2,43,2
4.833333333333333,5.0,9,2,43,2
3.9166666666666665,4.0,6,2,43,2
4.166666666666667,4.0,7,2,43,2
4.166666666666667,4.0,7,2,43,2
4.416666666666667,4.5,6,2,43,2
4.083333333333333,4.0,6,3,43,2
3.75,4.0,5,1,43,2
5.166666666666667,5.0,8,3,43,2
4.333333333333333,4.5,7,2,43,2
4.333333333333333,5.0,6,2,43,2
4.333333333333333,4.0,8,1,43,2
5.333333333333333,5.5,9,2,43,2
5.25,5.0,7,2,43,2
4.833333333333333,5.0,7,2,43,2
4.416666666666667,4.0,6,3,43,2
4.666666666666667,5.0,7,2,43,2
4.583333333333333,5.0,6,3,43,2
5.083333333333333,4.5,9,3,43,2
3.8333333333333335,4.0,6,2,43,2
4.0,4.0,6,2,43,2
4.5,4.0,8,2,43,2
4.75,4.0,7,3,43,2
4.416666666666667,4.0,6,3,43,2
4.75,4.5,7,3,43,2
4.916666666666667,4.5,8,1,43,2
4.833333333333333,5.0,7,3,42,2
3.9166666666666665,4.0,5,2,42,2
5.25,5.0,8,2,42,2
3.8333333333333335,4.0,6,2,42,2
4.833333333333333,5.0,6,1,42,2
4.583333333333333,4.0,7,3,42,2
4.25,4.5,7,2,42,2
4.833333333333333,4.5,7,3,42,2
4.583333333333333,5.0,6,1,42,2
5.416666666666667,5.0,7,3,42,2
3.583333333333333,3.0,7,1,42,2
4.5,4.5,7,2,42,2
4.666666666666667,5.0,8,1,42,2
5.25,5.0,8,3,42,2
5.75,6.0,8,3,42,2
4.25,5.0,6,1,42,2
5.666666666666667,6.0,8,2,42,2
4.666666666666667,5.0,7,1,42,2
4.75,4.0,8,3,42,2
5.75,5.5,9,1,42,2
4.833333333333333,5.5,8,1,42,2
4.083333333333333,4.0,7,3,42,2
4.333333333333333,3.5,8,2,42,2
4.5,4.5,7,2,42,2
4.333333333333333,4.0,7,2,42,2
4.416666666666667,4.0,7,2,42,2
4.083333333333333,4.0,9,1,42,2
3.9166666666666665,4.0,6,2,42,2
4.083333333333333,4.0,6,3,42,2
4.416666666666667,4.0,8,1,42,2
4.75,5.0,7,1,42,2
4.583333333333333,4.0,9,3,42,2
4.25,4.5,7,1,42,2
4.416666666666667,4.0,6,3,42,2
4.5,4.5,6,3,42,2
4.416666666666667,5.0,7,1,42,2
3.8333333333333335,4.0,5,1,42,2
4.083333333333333,4.0,7,2,42,2
5.25,5.5,7,2,42,2
5.083333333333333,5.0,9,2,42,2
4.583333333333333,4.0,8,2,42,2
4.833333333333333,5.0,7,2,42,2
4.666666666666667,5.0,7,3,42,2
5.333333333333333,5.5,7,3,42,2
4.166666666666667,4.0,8,2,42,2
4.583333333333333,4.5,7,2,42,2
4.416666666666667,4.0,6,2,42,2
4.0,3.0,7,1,42,2
4.083333333333333,4.0,6,1,42,2
4.333333333333333,4.0,7,3,42,2
4.833333333333333,5.0,7,2,42,2
3.6666666666666665,4.0,7,1,42,2
4.916666666666667,5.0,7,3,42,2
4.416666666666667,4.5,9,1,42,2
4.333333333333333,4.0,9,2,42,2
5.25,5.0,7,3,42,2
4.166666666666667,4.0,6,2,42,2
4.25,4.5,7,1,42,2
5.0,5.0,7,2,42,2
4.916666666666667,5.0,8,1,42,2
4.25,4.5,7,1,42,2
4.416666666666667,5.0,7,2,42,2
4.0,4.0,7,1,42,2
4.25,4.0,8,2,42,2
4.75,4.5,7,2,42,2
5.0,5.0,7,2,42,2
5.0,5.0,8,2,42,2
4.583333333333333,4.0,8,1,42,2
4.083333333333333,4.0,7,2,42,2
4.833333333333333,4.5,7,3,42,2
4.333333333333333,4.0,9,2,42,2
4.416666666666667,4.5,7,1,41,2
4.5,4.5,7,2,41,2
4.25,4.5,7,2,41,2
4.0,4.0,6,1,41,2
4.25,4.0,6,2,41,2
3.8333333333333335,3.5,7,2,41,2
4.5,4.5,7,1,41,2
3.9166666666666665,4.0,6,2,41,2
4.666666666666667,5.0,6,3,41,2
3.75,3.5,7,1,41,2
3.5,3.0,6,1,41,2
3.75,3.5,6,1,41,2
4.333333333333333,4.0,6,3,41,2
4.416666666666667,4.0,7,2,41,2
4.416666666666667,4.0,7,3,41,2
5.083333333333333,5.0,7,4,41,2
4.166666666666667,4.0,6,3,41,2
4.75,5.0,7,2,41,2
5.083333333333333,5.5,7,3,41,2
4.916666666666667,5.0,7,2,41,2
4.5,4.5,8,1,41,2
4.666666666666667,5.0,8,3,41,2
5.083333333333333,5.0,8,1,41,2
4.666666666666667,5.0,7,2,41,2
4.916666666666667,4.5,8,2,41,2
4.25,4.5,7,1,41,2
4.5,4.0,7,3,41,2
3.9166666666666665,4.0,7,1,41,2
3.75,4.0,6,1,41,2
4.916666666666667,5.0,7,2,41,2
5.083333333333333,5.0,8,2,41,2
3.9166666666666665,4.0,8,1,41,2
5.25,5.0,10,3,41,2
4.666666666666667,5.0,7,2,41,2
4.583333333333333,4.0,7,3,41,2
5.25,5.0,7,4,41,2
5.25,5.0,8,3,41,2
4.833333333333333,5.0,8,2,41,2
4.666666666666667,4.5,8,2,41,2
4.666666666666667,5.0,6,2,41,2
4.583333333333333,4.5,7,2,41,2
4.25,4.5,7,2,41,2
3.8333333333333335,3.5,6,2,41,2
3.75,4.0,6,1,41,2
4.583333333333333,5.0,7,2,41,2
4.583333333333333,4.5,8,1,41,2
4.666666666666667,4.5,8,3,41,2
4.833333333333333,4.5,7,2,41,2
4.75,5.0,8,1,41,2
4.166666666666667,4.0,7,2,41,2
4.583333333333333,5.0,7,2,41,2
5.166666666666667,6.0,7,1,41,2
5.083333333333333,5.5,7,2,41,2
4.166666666666667,4.5,6,2,41,2
5.0,5.0,7,2,40,2
5.166666666666667,5.5,9,1,40,2
4.916666666666667,5.0,7,2,40,2
5.25,5.5,9,1,40,2
4.75,4.5,8,1,40,2
4.333333333333333,4.0,8,1,40,2
4.0,4.0,6,1,40,2
5.0,5.0,7,2,40,2
5.0,5.0,7,3,40,2
5.25,5.5,9,2,40,2
4.416666666666667,4.0,8,3,40,2
4.0,4.0,6,1,40,2
4.916666666666667,5.0,7,3,40,2
4.166666666666667,4.5,7,1,40,2
4.75,5.0,8,2,40,2
4.083333333333333,4.0,6,2,40,2
5.25,5.0,8,2,40,2
4.666666666666667,5.0,9,2,40,2
4.583333333333333,5.0,7,3,40,2
4.75,5.0,7,3,40,2
3.75,3.5,7,1,40,2
4.333333333333333,4.0,7,2,40,2
5.0,5.5,7,2,40,2
4.333333333333333,4.0,7,3,40,2
3.9166666666666665,3.5,7,2,40,2
4.25,4.0,7,2,40,2
4.666666666666667,5.0,6,2,40,2
5.083333333333333,5.0,7,3,40,2
3.5,3.5,6,1,40,2
5.416666666666667,6.0,8,2,40,2
4.833333333333333,5.0,7,2,40,2
3.9166666666666665,4.0,6,1,40,2
3.9166666666666665,3.5,8,1,40,2
5.416666666666667,6.0,7,1,40,2
4.166666666666667,4.0,7,2,40,2
4.833333333333333,5.0,8,2,40,2
4.166666666666667,4.0,7,1,40,2
4.5,4.5,7,2,40,2
4.75,4.0,10,2,40,2
4.666666666666667,4.5,7,3,40,2
4.666666666666667,4.5,7,3,40,2
4.666666666666667,5.0,6,3,40,2
4.583333333333333,5.0,7,2,40,2
4.833333333333333,5.0,7,1,40,2
5.0,5.0,6,3,40,2
4.833333333333333,5.5,7,2,40,2
3.75,4.0,6,1,40,2
4.333333333333333,4.0,7,2,40,2
4.583333333333333,4.0,7,2,40,2
4.416666666666667,4.5,7,2,40,2
4.416666666666667,4.5,7,2,40,2
4.333333333333333,4.0,8,2,40,2
4.5,5.0,6,2,40,2
4.5,5.0,7,1,40,2
5.0,4.5,8,3,40,2
4.5,4.0,7,2,40,2
4.25,4.0,6,3,40,2
4.916666666666667,4.5,8,3,40,2
4.166666666666667,4.0,6,2,40,2
5.0,5.0,9,2,40,2
4.5,5.0,6,3,40,2
4.666666666666667,5.0,6,3,40,2
5.25,5.0,9,2,40,2
3.9166666666666665,3.0,7,2,39,2
4.333333333333333,4.5,7,2,39,2
5.166666666666667,4.5,8,3,39,2
5.083333333333333,5.0,8,2,39,2
4.25,4.0,8,2,39,2
4.833333333333333,5.0,7,3,39,2
4.416666666666667,3.5,8,2,39,2
4.833333333333333,5.0,8,2,39,2
4.916666666666667,5.0,9,2,39,2
4.5,4.0,9,2,39,2
4.166666666666667,4.0,8,1,39,2
5.583333333333333,6.0,7,3,39,2
4.916666666666667,5.0,8,3,39,2
5.0,4.5,9,2,39,2
5.333333333333333,5.5,7,3,39,2
4.5,4.5,8,1,39,2
4.333333333333333,4.5,6,1,39,2
4.083333333333333,4.0,7,2,39,2
3.75,3.0,6,2,39,2
5.333333333333333,5.5,8,3,39,2
5.333333333333333,5.5,8,2,39,2
4.666666666666667,5.0,7,3,39,2
4.75,5.0,8,3,39,2
4.166666666666667,4.0,6,2,39,2
4.25,4.5,6,2,39,2
4.583333333333333,5.0,6,3,39,2
5.0,4.5,8,2,39,2
5.166666666666667,5.0,8,3,39,2
4.666666666666667,4.5,8,2,39,2
4.333333333333333,4.0,6,3,39,2
4.833333333333333,4.5,7,3,39,2
4.583333333333333,4.0,7,2,39,2
4.75,5.0,7,2,39,2
4.416666666666667,4.5,8,1,39,2
5.0,5.0,7,3,39,2
5.333333333333333,5.0,8,3,39,2
4.25,4.0,7,2,39,2
4.833333333333333,5.0,8,3,39,2
4.5,4.5,8,3,39,2
4.416666666666667,4.5,7,1,39,2
4.666666666666667,4.5,7,3,39,2
4.75,4.5,10,2,39,2
4.916666666666667,5.0,6,2,39,2
3.9166666666666665,3.5,7,2,39,2
4.333333333333333,4.0,7,2,39,2
4.916666666666667,5.0,7,2,39,2
4.583333333333333,4.0,8,3,39,2
4.416666666666667,4.0,8,2,39,2
4.166666666666667,4.0,7,2,39,2
4.583333333333333,4.0,7,2,39,2
4.333333333333333,4.0,6,3,39,2
4.083333333333333,4.5,6,1,39,2
4.25,4.5,6,2,39,2
4.75,5.0,7,2,39,2
4.083333333333333,4.0,7,2,39,2
4.666666666666667,4.5,7,3,39,2
4.416666666666667,4.0,6,3,39,2
4.083333333333333,4.0,7,1,39,2
4.666666666666667,4.5,8,2,39,2
4.833333333333333,5.0,8,3,39,2
4.75,4.5,7,3,39,2
4.083333333333333,4.0,7,1,39,2
4.333333333333333,4.0,7,3,39,2
4.75,4.5,8,3,39,2
4.333333333333333,4.0,7,2,39,2
4.75,4.5,8,2,39,2
4.916666666666667,5.0,8,3,39,2
4.166666666666667,4.0,7,2,38,2
4.083333333333333,4.5,6,1,38,2
4.916666666666667,5.5,8,2,38,2
4.083333333333333,3.0,7,2,38,2
5.166666666666667,5.5,7,3,38,2
4.75,5.0,8,2,38,2
3.75,3.5,7,1,38,2
4.75,5.0,7,1,38,2
4.916666666666667,5.0,8,2,38,2
4.833333333333333,5.0,6,3,38,2
4.083333333333333,4.0,5,3,38,2
3.9166666666666665,4.0,6,1,38,2
4.583333333333333,5.0,7,3,38,2
4.166666666666667,4.5,7,1,38,2
4.666666666666667,4.0,8,2,38,2
4.5,5.0,6,2,38,2
4.75,5.0,8,1,38,2
4.916666666666667,5.0,7,2,38,2
5.083333333333333,5.0,7,2,38,2
3.9166666666666665,4.0,6,3,38,2
4.666666666666667,4.5,7,3,38,2
5.333333333333333,6.0,9,1,38,2
4.333333333333333,4.5,7,2,38,2
4.333333333333333,4.5,6,2,38,2
4.333333333333333,4.5,6,3,38,2
4.833333333333333,5.0,8,3,38,2
4.0,4.0,6,1,38,2
4.916666666666667,4.5,9,3,38,2
4.166666666666667,4.0,7,1,38,2
3.5,3.5,5,2,38,2
4.083333333333333,4.0,8,2,38,2
4.666666666666667,5.0,6,3,38,2
4.166666666666667,4.0,7,2,38,2
4.333333333333333,4.0,8,2,38,2
4.25,4.0,7,2,38,2
4.916666666666667,5.0,8,3,38,2
4.0,4.0,6,1,38,2
3.9166666666666665,4.0,6,1,38,2
5.0,5.5,8,1,38,2
4.583333333333333,4.5,7,3,38,2
4.083333333333333,4.0,7,2,38,2
3.9166666666666665,4.0,6,2,38,2
4.666666666666667,5.0,6,3,38,2
5.0,4.5,9,2,38,2
4.166666666666667,4.5,7,2,38,2
4.583333333333333,4.5,7,1,38,2
5.166666666666667,5.0,9,3,38,2
4.75,4.5,8,1,38,2
5.25,5.5,8,2,38,2
4.916666666666667,5.0,7,3,38,2
4.5,4.0,7,3,38,2
4.916666666666667,5.0,7,2,38,2
5.083333333333333,5.0,7,4,38,2
4.583333333333333,4.0,7,1,38,2
3.6666666666666665,3.5,6,2,38,2
4.583333333333333,4.5,7,2,38,2
5.666666666666667,5.5,8,3,37,2
4.0,4.5,7,2,37,2
3.9166666666666665,4.0,7,1,37,2
3.75,4.0,5,2,37,2
5.083333333333333,6.0,8,1,37,2
4.25,4.0,9,2,37,2
4.0,4.0,8,1,37,2
3.583333333333333,3.5,6,1,37,2
5.0,5.0,9,1,37,2
3.9166666666666665,4.0,6,2,37,2
4.166666666666667,4.5,6,2,37,2
3.9166666666666665,3.0,8,3,37,2
3.9166666666666665,4.0,6,1,37,2
4.333333333333333,4.0,7,2,37,2
4.0,4.0,8,1,37,2
4.75,5.0,7,2,37,2
3.75,4.0,7,2,37,2
4.583333333333333,4.5,7,2,37,2
3.75,3.5,7,2,37,2
4.833333333333333,5.0,7,2,37,2
4.166666666666667,4.0,6,2,37,2
4.833333333333333,4.5,9,3,37,2
4.75,5.0,6,3,37,2
4.333333333333333,4.5,8,1,37,2
4.333333333333333,4.0,7,2,37,2
5.166666666666667,5.0,8,3,37,2
4.583333333333333,5.0,7,2,37,2
4.583333333333333,4.5,7,2,37,2
5.25,5.5,7,3,37,2
4.416666666666667,4.0,7,2,37,2
4.333333333333333,4.0,9,3,37,2
4.25,5.0,7,1,37,2
4.166666666666667,4.0,7,2,37,2
4.583333333333333,4.5,8,2,37,2
4.583333333333333,5.0,7,1,37,2
5.0,5.0,7,2,37,2
4.666666666666667,5.0,7,2,37,2
4.833333333333333,5.0,7,2,37,2
4.583333333333333,5.0,8,2,37,2
4.666666666666667,4.5,8,2,37,2
4.25,4.5,6,2,37,2
4.666666666666667,4.0,11,2,37,2
4.666666666666667,4.5,7,3,37,2
4.333333333333333,4.0,7,1,37,2
5.083333333333333,5.0,10,2,37,2
4.25,4.0,6,2,37,2
4.25,4.5,6,1,37,2
4.166666666666667,4.5,7,1,37,2
4.0,4.0,7,1,36,2
5.25,5.5,8,2,36,2
4.416666666666667,4.5,6,3,36,2
5.0,5.0,7,3,36,2
4.5,4.5,7,2,36,2
4.333333333333333,4.5,6,3,36,2
5.0,5.0,8,2,36,2
5.416666666666667,5.5,7,2,36,2
4.833333333333333,5.5,7,2,36,2
4.75,4.0,8,3,36,2
4.916666666666667,4.5,8,3,36,2
4.75,5.0,6,1,36,2
4.333333333333333,4.5,8,1,36,2
4.083333333333333,3.5,8,2,36,2
5.083333333333333,5.0,8,2,36,2
4.5,4.5,7,2,36,2
4.666666666666667,5.0,8,2,36,2
4.833333333333333,5.0,8,3,36,2
4.75,5.0,7,2,36,2
3.9166666666666665,4.0,6,2,36,2
5.25,5.5,7,3,36,2
4.583333333333333,5.0,7,1,36,2
4.833333333333333,5.0,7,3,36,2
5.083333333333333,5.0,6,2,36,2
4.916666666666667,5.0,7,3,36,2
4.166666666666667,4.0,7,2,36,2
5.583333333333333,5.0,8,3,36,2
4.833333333333333,5.0,8,2,36,2
4.25,4.5,7,1,36,2
4.166666666666667,4.5,7,2,36,2
4.916666666666667,5.0,7,3,36,2
4.166666666666667,4.5,6,2,36,2
4.166666666666667,4.0,7,1,36,2
4.833333333333333,4.5,7,3,36,2
3.8333333333333335,4.0,6,1,36,2
5.166666666666667,5.5,10,1,36,2
5.0,5.0,8,2,36,2
4.0,3.5,6,1,36,2
4.5,4.0,7,3,36,2
5.0,5.5,7,3,36,2
4.666666666666667,4.5,8,2,36,2
3.8333333333333335,4.0,5,2,36,2
5.0,5.0,7,2,36,2
4.166666666666667,4.5,7,1,36,2
4.916666666666667,5.0,8,2,36,2
5.416666666666667,5.0,7,3,36,2
4.5,5.0,6,2,36,2
4.25,4.0,6,2,36,2
4.25,4.5,7,1,36,2
4.5,4.5,9,2,36,2
4.416666666666667,5.0,6,2,36,2
5.0,5.0,9,2,36,2
3.75,4.0,5,2,36,2
4.583333333333333,5.0,7,2,36,2
4.5,4.5,7,1,36,2
4.666666666666667,4.5,8,1,35,2
4.5,4.0,8,2,35,2
4.666666666666667,5.0,6,3,35,2
5.083333333333333,5.5,7,2,35,2
4.416666666666667,4.0,8,2,35,2
5.25,5.0,8,3,35,2
3.9166666666666665,3.5,6,2,35,2
4.25,4.0,7,1,35,2
4.666666666666667,4.5,7,3,35,2
4.25,4.0,6,2,35,2
4.833333333333333,5.0,8,2,35,2
4.916666666666667,5.0,7,2,35,2
5.166666666666667,5.0,8,3,35,2
4.166666666666667,4.0,8,2,35,2
4.583333333333333,4.5,6,3,35,2
5.166666666666667,5.0,9,2,35,2
4.75,4.0,7,3,35,2
4.5,4.5,6,3,35,2
4.583333333333333,4.0,6,3,35,2
4.916666666666667,4.5,8,2,35,2
3.9166666666666665,3.5,6,2,35,2
5.25,6.0,8,2,35,2
3.5,3.0,9,1,35,2
4.75,4.5,8,2,35,2
5.25,5.0,10,2,35,2
5.25,6.0,8,3,35,2
4.25,4.0,6,3,35,2
4.166666666666667,4.0,6,2,35,2
4.166666666666667,4.0,6,1,35,2
4.666666666666667,4.5,7,3,35,2
4.333333333333333,4.5,7,2,35,2
4.666666666666667,4.5,7,3,35,2
4.833333333333333,5.0,9,2,35,2
5.0,5.0,8,2,35,2
4.333333333333333,4.5,6,2,35,2
4.916666666666667,5.0,7,2,35,2
4.75,4.5,8,2,35,2
5.083333333333333,5.0,7,3,35,2
4.083333333333333,4.0,6,3,35,2
4.75,4.0,9,1,35,2
3.9166666666666665,4.0,6,1,35,2
4.5,4.5,7,2,35,2
4.333333333333333,4.0,7,3,35,2
5.0,5.0,7,3,35,2
4.916666666666667,5.0,8,3,35,2
4.25,4.5,6,2,35,2
4.5,4.0,7,2,35,2
4.5,5.0,7,1,35,2
5.333333333333333,5.0,7,4,35,2
3.583333333333333,3.5,6,1,35,2
4.666666666666667,4.5,7,3,35,2
4.083333333333333,3.5,6,3,35,2
4.333333333333333,4.5,6,2,35,2
4.0,4.0,6,1,35,2
5.083333333333333,5.0,8,1,35,2
5.166666666666667,5.0,7,4,35,2
3.8333333333333335,4.0,5,2,35,2
3.0,3.0,3,3,23,1
5.25,5.0,8,2,34,2
4.916666666666667,4.5,8,2,34,2
4.5,4.5,6,3,34,2
5.166666666666667,5.0,8,3,34,2
4.333333333333333,4.0,6,3,34,2
4.666666666666667,5.0,6,2,34,2
5.083333333333333,5.5,8,2,34,2
3.6666666666666665,3.0,6,2,34,2
4.5,5.0,7,2,34,2
5.0,5.5,8,2,34,2
4.666666666666667,5.0,6,2,34,2
4.5,5.0,7,2,34,2
4.833333333333333,5.0,7,3,34,2
5.0,5.0,8,2,34,2
4.5,4.5,8,2,34,2
5.083333333333333,5.5,8,2,34,2
4.25,3.5,8,1,34,2
4.833333333333333,5.5,6,2,34,2
4.5,5.0,7,2,34,2
5.083333333333333,5.0,8,1,34,2
3.0,3.0,3,3,23,1
1.0,1.0,1,1,23,1
5.166666666666667,5.0,9,3,34,2
4.583333333333333,4.5,7,2,34,2
4.583333333333333,5.0,7,2,34,2
5.166666666666667,5.0,9,3,34,2
4.583333333333333,4.5,7,3,34,2
4.416666666666667,4.0,8,2,34,2
4.833333333333333,5.0,7,3,34,2
5.083333333333333,5.0,7,2,34,2
4.666666666666667,4.5,7,2,34,2
3.5,3.5,6,1,34,2
5.666666666666667,6.0,8,3,34,2
5.166666666666667,5.5,7,3,34,2
4.833333333333333,4.5,8,2,34,2
