customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,routine_flg,calc_date,membership
PL928545,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,7,2,1,2019-03-31,46
OA372777,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,3.6666666666666665,4.0,6,1,1,2019-03-31,46
PL765022,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.5,7,3,1,2019-03-31,46
OA803393,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.75,4.5,8,2,1,2019-03-31,46
OA071756,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.0,6,2,1,2019-03-31,46
HI598974,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,5.083333333333333,5.0,7,3,1,2019-03-31,46
GD214739,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.416666666666667,5.0,8,3,1,2019-03-31,46
OA557824,XXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,8,1,1,2019-03-31,46
IK098074,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,3.5,7,1,1,2019-03-31,46
HD792156,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,7,2,1,2019-03-31,46
OA478509,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-03-31,46
HI388582,XX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,6,3,1,2019-03-31,46
TS210661,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,4.5,8,3,1,2019-03-31,46
TS837282,XXXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.583333333333333,5.5,8,3,1,2019-03-31,46
OA758157,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,6,2,1,2019-03-31,46
OA790739,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-03-31,46
AS734592,XX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,5.333333333333333,6.0,8,2,1,2019-03-31,46
GD022268,XXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.166666666666667,5.0,7,1,1,2019-03-31,46
IK059803,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,6,3,1,2019-03-31,46
TS487207,XX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,6,2,1,2019-03-31,46
OA994859,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.5,5.0,9,3,1,2019-03-31,46
PL221419,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,5.5,5.5,9,3,1,2019-03-31,46
HI570349,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,2,1,2019-03-31,46
TS945284,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.583333333333333,4.5,7,3,1,2019-03-31,46
PL152568,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,5.0,8,2,1,2019-03-31,46
GD967749,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,8,3,1,2019-03-31,46
HI635742,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,4.5,6,2,1,2019-03-31,46
AS970810,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,6,2,1,2019-03-31,46
GD163149,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,8,2,1,2019-03-31,46
HD124700,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.5,4.0,8,2,1,2019-03-31,46
HD349501,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,8,1,1,2019-03-31,46
GD126553,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.0,8,3,1,2019-03-31,46
AS926104,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.5,6,3,1,2019-03-31,46
GD360440,XXXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.5,5.0,6,1,1,2019-03-31,46
IK701555,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.75,5.0,6,1,1,2019-03-31,46
AS777651,XXXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,3.5,7,2,1,2019-03-31,46
PL241896,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,7,2,1,2019-03-31,46
PL920046,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,8,2,1,2019-03-31,46
PL367795,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.4166666666666665,4.0,7,1,1,2019-03-31,45
HI324110,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.4166666666666665,3.0,7,1,1,2019-03-31,45
OA630902,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,5.0,8,3,1,2019-03-31,45
GD292781,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-03-31,45
PL912172,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.5,4.5,7,2,1,2019-03-31,45
HI582217,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,7,3,1,2019-03-31,45
TS038130,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,7,2,1,2019-03-31,45
TS200932,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,2,1,2019-03-31,45
GD728611,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,3.8333333333333335,3.5,6,1,1,2019-03-31,45
HI525851,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,4.5,8,2,1,2019-03-31,45
PL540895,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,4.5,7,2,1,2019-03-31,45
PL410964,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,1,1,2019-03-31,45
HI728364,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,2,1,2019-03-31,45
HI373547,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.0,3.0,8,2,1,2019-03-31,45
GD489678,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,4.5,9,2,1,2019-03-31,45
OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.8333333333333335,4.0,6,2,1,2019-03-31,45
IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.083333333333333,5.0,8,4,1,2019-03-31,45
IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,8,2,1,2019-03-31,45
TS273269,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.1666666666666665,3.5,5,1,1,2019-03-31,45
IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.666666666666667,5.5,7,5,1,2019-03-31,45
TS035920,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,7,2,1,2019-03-31,45
GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.5,7,1,1,2019-03-31,45
AS099984,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,4.5,7,2,1,2019-03-31,45
TS471939,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,3,1,2019-03-31,45
OA931227,XXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.5,5.0,6,3,1,2019-03-31,45
HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,7,3,1,2019-03-31,45
PL487301,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,6,1,1,2019-03-31,45
GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.5,5.0,8,1,1,2019-03-31,45
HD378274,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.5,6,2,1,2019-03-31,45
OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,3.5,8,2,1,2019-03-31,45
PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,3.75,4.0,5,1,1,2019-03-31,45
OA776086,XXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.5,3.5,5,2,1,2019-03-31,45
AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,4.0,6,2,1,2019-03-31,45
OA818666,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,5.083333333333333,4.0,9,3,1,2019-03-31,45
PL342449,XX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.166666666666667,4.0,7,1,1,2019-03-31,45
PL825454,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.0,7,3,1,2019-03-31,45
TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,8,1,1,2019-03-31,45
HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,8,1,1,2019-03-31,45
GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.5,7,1,1,2019-03-31,45
OA103624,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.166666666666667,5.0,8,3,1,2019-03-31,45
OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.5,7,3,1,2019-03-31,45
IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.083333333333333,4.0,7,3,1,2019-03-31,45
GD212992,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.25,5.0,9,3,1,2019-03-31,45
IK999272,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,4.0,5,2,1,2019-03-31,45
GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.8333333333333335,4.0,5,1,1,2019-03-31,45
PL400479,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.166666666666667,4.0,6,2,1,2019-03-31,45
PL942936,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,6,3,1,2019-03-31,45
IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.0,8,3,1,2019-03-31,45
IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.5,6,2,1,2019-03-31,45
PL815569,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.25,4.5,6,2,1,2019-03-31,45
HI216184,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,7,2,1,2019-03-31,45
HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,6,3,1,2019-03-31,45
OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.5,7,1,1,2019-03-31,45
TS106731,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,5.0,7,2,1,2019-03-31,45
HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.583333333333333,4.0,8,2,1,2019-03-31,45
HI900494,XX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.75,6.0,8,3,1,2019-03-31,45
PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.75,3.5,8,1,1,2019-03-31,45
PL779242,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,4.0,6,3,1,2019-03-31,45
TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.0,5.0,7,3,1,2019-03-31,45
AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,5.0,6,1,1,2019-03-31,45
IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,4.0,6,2,1,2019-03-31,45
AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,7,3,1,2019-03-31,45
TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.9166666666666665,4.0,6,2,1,2019-03-31,45
AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.083333333333333,5.5,7,3,1,2019-03-31,45
OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.25,5.0,8,3,1,2019-03-31,45
PL494564,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.0,7,3,1,2019-03-31,45
AS299544,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.0,6,2,1,2019-03-31,45
OA261861,XXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,5.416666666666667,5.5,8,1,1,2019-03-31,45
HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-03-31,45
HI328204,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,5.083333333333333,5.5,8,2,1,2019-03-31,44
IK695797,XXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.8333333333333335,4.5,6,1,1,2019-03-31,44
HI778223,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.25,4.5,7,2,1,2019-03-31,44
GD235669,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,7,2,1,2019-03-31,44
AS637476,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.25,4.5,5,3,1,2019-03-31,44
AS171994,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.583333333333333,5.0,6,3,1,2019-03-31,44
PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,5.0,7,2,1,2019-03-31,44
GD470986,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.083333333333333,4.5,6,1,1,2019-03-31,44
HD287652,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,6,3,1,2019-03-31,44
AS933597,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,3.5,8,1,1,2019-03-31,44
PL787344,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.3333333333333335,3.0,6,1,1,2019-03-31,44
IK313475,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,5.583333333333333,5.5,7,3,1,2019-03-31,44
OA986961,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.0,8,3,1,2019-03-31,44
OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,5.583333333333333,5.5,8,3,1,2019-03-31,44
IK461411,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,7,2,1,2019-03-31,44
TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.75,4.0,7,3,1,2019-03-31,44
OA753193,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,8,2,1,2019-03-31,44
GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.5,6,2,1,2019-03-31,44
HD453390,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.0,4.0,7,2,1,2019-03-31,44
GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,8,1,1,2019-03-31,44
TS673226,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.75,4.0,8,3,1,2019-03-31,44
IK357051,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,8,2,1,2019-03-31,44
HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,3.8333333333333335,4.0,5,1,1,2019-03-31,44
AS065870,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.0,8,3,1,2019-03-31,44
GD700613,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.0,4.0,7,2,1,2019-03-31,44
TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.0,7,2,1,2019-03-31,44
PL827485,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.0,8,1,1,2019-03-31,44
AS828426,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.166666666666667,4.0,6,1,1,2019-03-31,44
GD009242,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.75,5.0,7,2,1,2019-03-31,44
HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,4.5,9,3,1,2019-03-31,44
PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,5.0,7,2,1,2019-03-31,44
OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.0,8,2,1,2019-03-31,44
TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,8,1,1,2019-03-31,44
TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-03-31,44
HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.0,6,4,1,2019-03-31,44
GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,5.0,7,1,1,2019-03-31,44
IK560941,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,6,3,1,2019-03-31,44
GD914874,XXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,4.0,8,3,1,2019-03-31,44
AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.5,6,2,1,2019-03-31,44
HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.5,8,1,1,2019-03-31,44
OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.5,5.0,7,3,1,2019-03-31,44
HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.583333333333333,5.0,7,1,1,2019-03-31,44
HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,2,1,2019-03-31,44
AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-03-31,44
HD625027,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,8,3,1,2019-03-31,44
HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-03-31,44
TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.5,6,3,1,2019-03-31,44
AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.5,7,2,1,2019-03-31,44
HI499195,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.6666666666666665,3.0,7,2,1,2019-03-31,44
PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,3.8333333333333335,4.0,5,2,1,2019-03-31,44
PL117922,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.9166666666666665,3.0,7,1,1,2019-03-31,44
GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,5.416666666666667,6.0,7,2,1,2019-03-31,44
OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.5,6,1,1,2019-03-31,44
PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,5.166666666666667,5.0,8,3,1,2019-03-31,43
IK155697,XXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.25,5.0,6,1,1,2019-03-31,43
AS132988,XXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.5,7,2,1,2019-03-31,43
HI708658,XXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.0,7,1,1,2019-03-31,43
TS223691,XXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.0,6,2,1,2019-03-31,43
OA823412,XXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,5.5,6.0,8,3,1,2019-03-31,43
OA545809,XXXXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.0,6,3,1,2019-03-31,43
AS386696,XX,C02,F,2015-08-01,,CA1,0,1_주간,7500,2_일반,4.0,4.0,6,2,1,2019-03-31,43
IK219142,XXXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,4.75,4.5,7,2,1,2019-03-31,43
HI428108,XXXXX,C02,F,2015-08-01,,CA1,0,1_주간,7500,2_일반,5.0,5.0,8,3,1,2019-03-31,43
TS803730,XXXXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,6,3,1,2019-03-31,43
GD266112,XXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,3.75,4.0,6,2,1,2019-03-31,43
GD687485,XXXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,2,1,2019-03-31,43
TS861244,XXXXX,C02,F,2015-08-01,,CA1,0,1_주간,7500,2_일반,4.5,4.0,7,3,1,2019-03-31,43
OA313854,XXXXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,3.75,3.5,7,1,1,2019-03-31,43
PL101549,XX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,4.75,4.5,7,3,1,2019-03-31,43
OA484479,XXXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,5.0,6,1,1,2019-03-31,43
HI978590,XXXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,5.166666666666667,5.0,9,3,1,2019-03-31,43
HD405727,XX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,3.5833333333333335,4.0,5,1,1,2019-03-31,43
